SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
51	Sono stata impiegata in GAL (Gruppo Azzione Locale ) quindi lo so come importante è il sviluppo , anche presso l' universita sto studiando politico di sviluppo reggionale .	universita	114	124		università	
51	Sono stata impiegata in GAL (Gruppo Azzione Locale ) quindi lo so come importante è il sviluppo , anche presso l' universita sto studiando politico di sviluppo reggionale .	reggionale	160	170		regionale	
52	Sono quasi tutto il estate libera (da 21 giugo al 11 augusto ) , allora potrei cominciare nel primo campo .	giugo	41	46		giugno	
52	Sono quasi tutto il estate libera (da 21 giugo al 11 augusto ) , allora potrei cominciare nel primo campo .	augusto	53	60		agosto	
53	Non ho ancora lavorato in un campo di lavoro , ma secondo me come esperienza lavoratie sarebbe molto gratificante .						
54	Avrei qualche domande : c' è un colloquio personale per le persone che vogliono partecipare ?						
55	Mentre il campo dove sono i allogii ?						
56	In attesa il Vs . risposto cordialmente Vi saluto Maria Rossi						
57	Maria Rossi Città X Strada Maggiore 9 12345 Ungheria Canton Ticino Lugano 18 Via Montanini 1234 Italia 13 agosto 2011 Spettabile ditta , Vi scrivo perchè ho avuto dei problemi durante la mia permanenza nel vostro villaggio turistico .	perchè	147	153		perché	
58	Prima di tutto sono state grande differenze tra la realtà e l' annucio pubblicato che ho letto su vostro sito Internet .	annucio	63	70		annuncio	
59	Per esempio l' area condizionata non era funzionante e la piscina era sempre sovraffollata .	area	15	19		aria	
60	In oltre sono una persona sportiva ma non ho potuto fare niente di sport .	In	0	2		Inoltre	
60	In oltre sono una persona sportiva ma non ho potuto fare niente di sport .	oltre	3	8		Inoltre	
61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	perchè	53	59		perché	
61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	villaggo	119	127		villaggio	
61	Non ho potuto nuotare o non ho potuto giocare tennis perchè i campi da tennis erano in riparazione Ho scelto il Vostro villaggo turistico perchè sembrava un residence bellissimo .	perchè	138	144		perché	
62	Ma il mio viaggio è diventato un inbuco .						
63	In più non solo il servizio era orribile .						
64	Anche il residenze era vecchio mentre ho letto che questo è di recente costruzione .	residenze	9	18		residence	
65	Sono veramente delusa e 3 naturalmente vorrei che mi vi rimborsiate almeno mezzo del prezzo pagato .						
66	In attesa di una Vostra cortese risposta , Distinti saluti , Maria Rossi						
67	13 agosto 2011 Gentile Solidarietá Viva , avendo letto con piacere il suo annuncio , ho deciso di partecipare ad un corso da suo organizzato .	Solidarietá	23	34		Solidarietà	
68	Prima , vorrei presentarmi : Mi chiamo Maria Rossi e ho 19 anni .						
69	Sono studentessa universitaria di """" Turismo """" dall' Università di Città X , Ungheria .						
70	Mi piacerebbe offrire la mia aiuto e vorrei viaggare ad Africa con la sua ditta .	viaggare	44	52		viaggiare	
71	Sarò libero dal luglio al agosto .						
72	Mi piace i bambini per questo posso fare attenzione da loro .						
73	Studio due lingue : l' inglese e l' italiano .						
74	È un buon occassione per practicare le lingue e impiegare la responsabilità .	occassione	10	20		occasione	
74	È un buon occassione per practicare le lingue e impiegare la responsabilità .	practicare	25	35		praticare	
75	Dal curriculum Vitae , che potete consultare in allegato , si evincono i miei dati formativi e professionali .						
76	Sono oculata , responsabile , amichevole e precisa .						
77	Inoltre , posso portare i cibi e altri progetti per personi .						
78	Lavoro anche in ristorante dei miei genitori a Città X per questo mi interessa l' industria alberghiera .						
79	Ho la patenta se necessario .						
80	In attesa di una sua cortese risposta , porgo i miei cordiali saluti .						
81	Grazie , Maria Rossi						
82	Città X , 08 19 2011 Gentile Signore , Io voglio scrivere i mei probleme .	Io	39	41		io	
83	Un mese fa ho letto un' annuncio pubblicitario da Residence del Lago .						
84	L' attore ha raccontato il residence é nuovo .	é	37	38		è	
85	Ma quando siamo arrivati al residence , noi abbiamo visto una casa vecchia .						
86	Le parete sono sporche .						
87	In augosto faceva molto caldo , ma l' aria condizionata non ha funzionato nella nostra camera .	augosto	3	10		agosto	
88	Cosi avevamo sentito male .						
89	Ogni giorno saremmo nuotato , ma la piscina era sempre sovrafollata .	sovrafollata	55	67		sovraffolata	
90	Io pratico lo sporta , ma io non sono potuto giocar a tennis , perché campi da tennis era in riparazione durante tutta la settimana .						
91	Io preferito fare la gita , ma il lago é lontano del residence .	é	39	40		è	
92	I mezzi pubblici sono andati raramente .						
93	Cosí noi abbiamo passato un giorno con il viaggio e il biglietto di andate e ritorno era molto costoso .	Cosí	0	4		Così	
94	I prezzi erano piú ricchi che sono nella cataloga .	piú	15	18		più	
95	Io non sono contenta , perché erano molte differenze tra la realtá e l' annuncio pubblicitario .	realtá	60	66		realtà	
96	Noi (il mio marito ed io ) non siamo contenti .						
97	L' ano prossimo non viaggieremo in Città X nella Residence al Lago .	ano	3	6		anno	
97	L' ano prossimo non viaggieremo in Città X nella Residence al Lago .	viaggieremo	20	31		viaggeremo	
98	Nel prossimo caso scriva la ragione !						
99	Saluti Rossi Maria						
100	Canton Ticino Caro Residence del Lago !						
101	Siamo passeggiato già alcuni giorni nel villaggio .						
102	Abbiamo aspettato molto questi giorni .						
103	Ma non c' è così tutto che abbiamo pensato .						
104	Loro scrivevano tante buggia tra le informazioni .	buggia	22	28		bugia	
105	Durante il nostro soggiorno l' aria condizionata non è funzionata .						
106	La residence è molto vecchio , che ocorre rifare .	ocorre	35	41		occorre	
107	Nella finestra manca il vetro .						
108	Il bagno era molto sporco , brutto .						
109	Non siamo potuto usare i campi da tennis perchè era in riparazione .	perchè	41	47		perché	
110	Nella piscina era tanta gente .						
111	Voglio ricevere 30 euro del conto !						
112	Ogni giorno abbiamo passato tre ore nell' aspetto in differenti stazioni dei mezzi pubblici , perchè il lago è lontano , il treno va due volte a giorno .	perchè	94	100		perché	
113	Questo tempo è importante nella vacanza .						
114	Se voglio , posso aiutare in questi problemi .						
115	Forse sarebbe offrire un bus-linea tra lago e residence .						
116	Si deve cercare la possibilità di gioccare tennis in un altro posto .	gioccare	34	42		giocare	
117	Aspetto loro risposto : Con grande triste : XY Bp . 2011 .08.20						
118	Maria Rossi Strada Maggiore 32 Città X 12345 CANTON CINTINO VIA BATTINI RIMINI 2800 Città X , 13 .						
119	Agosto 2011 Egregi Signori , In seguito al soggiorno nel vostro albergo nel mese scorso , ho deciso di scrivere la mia esperienza .	In	29	31		in	
120	In riferimento al annuncio del albergo , tante cose non erano confortevole .						
121	Il lago si trova lontano , dovovo passeggiare 20 minuti a giungerlo .						
122	Non era possibile a giocare a tennis , perché i campi da tennis era sotto riparazione .						
123	Ho letto nel suo annuncio che il hote é provvista di condizionamento d' aria , ma nemmeno questo funzionava .	hote	33	37		hotel	
123	Ho letto nel suo annuncio che il hote é provvista di condizionamento d' aria , ma nemmeno questo funzionava .	é	38	39		è	
124	Mi piace nuotare , peró in piscina c' era tante gente e così non mi é riuscita di nuotare affatto .	peró	19	23		però	
124	Mi piace nuotare , peró in piscina c' era tante gente e così non mi é riuscita di nuotare affatto .	é	68	69		è	
125	per quanto riguarda il trattamento non mi lamento , peró la possibilità per fare dello sport era orribile .	per	0	3		Per	
125	per quanto riguarda il trattamento non mi lamento , peró la possibilità per fare dello sport era orribile .	peró	52	56		però	
126	Ho liquidato le spese del mio soggiorno personalmente e direttamente con carta di credito , invece ora Vi prego di trasferirmi un parziale rimborso in ricompensa della mia esperienza .						
127	Questo viaggio era costoso e ho dovuto risparmiare per un anno .						
128	Abbiamo prenotato una camera nel vostro albergo perché volevo giungere il lago facilmente e l' annuncio si trattava un albergo nelle vicinanze ha grande area di verde e il lago .						
129	Nella speranza che la mia lettera sia apprezzata e mi confermiate , porgo i miei piú destinti saluti .	piú	81	84		più	
130	Maria Rossi						
131	Maria Rossi Strada Maggiore 71 12345 Città X Ungheria Solidarietà Viva Viale Bruzzi 117 21023 Milano Italia Città X , 13 agosto 2011 Spettabile Soliderietà Viva , ho appreso dall' annuncio su un giornale di ieri .	Soliderietà	144	155		Solidarietà	
132	In riferimento al questo annuncio permettetemi di rivolgermi a Voi con una richiesta di impiego e lavoro .						
133	Sono una studentessa ungherese di 21 anni .						
134	Frequento l' Università di Comunicazione di Città X e studio comunicazione .						
135	Da bambina sono appassionata delle lingue , così conosco l' inglese , lo spagnolo e l' italiano .						
136	D' estate ho molto tempo libero , così questo periodo sarebbe perfetto per lavoro .						
137	Per questi motivi in agosto vorrei dedicarmi a aiutare e partecipare attivamente nelli Vostri programmi .						
138	Purché io sia libera tutto l' agosto , Vi prego di scrivermi esattemente quando posso cominciare il lavoro .	esattemente	61	72		esattamente	
139	D' altra parte , sono sicura che i campi estivi sarebbero ideali per me , perché una volta lavoravo in un campo di questo tipo .						
140	Farei il lavoro con gran entusiasmo .						
141	Sono una ragazza amichevole con il sogno di aiutare i Vostri progetti .						
142	Inoltre , mi piace anche frequentare lo studio .						
143	In attesa della Vostra risposta , Vi porgo i miei distinti saluti Maria Rossi						
144	Signore Marco Rossi Direttore Rana 11402 Villa del Lago ITALYA Maria Bianchi Strada Maggiore 2 Città X 1234 HUNGARY Egregio Dottore Rossi , Abbiamo visto il Suo annuncio sul internet .	Abbiamo	140	147		abbiamo	
145	Perchè abbiamo deciso scegliere il Residence del Lago .						
146	Vi abbiano sembrato una possibilita meravigliosa con un prezzo accettabile .	possibilita	24	35		possibilità	
147	Ma adesso qui e dobbiamo lammentare per le seguenti cose .	lammentare	25	35		lamentare	
148	Io e il mio marito sequono una vita abbastanza sportiva -unreadable- .						
149	Sta mattina siamo partiti a nuotare ma il piscina era sovrafollata .	sovrafollata	54	66		sanaffollata	
150	Dopo siamo voluti trovare i campi da tennis ma sfortunatamente quelli sono in riparazione .						
151	Dopo abbiamo deciso fare una passegiata all' lago ma quello e tanto lontano dalla residence che siamo andati finalmente indietro .	passegiata	29	39		passeggiata	
151	Dopo abbiamo deciso fare una passegiata all' lago ma quello e tanto lontano dalla residence che siamo andati finalmente indietro .	e	60	61		è	
152	Animazione che sia stato annunciato solo una sera la settimana .						
153	Non siamo soddisfatto per niente .						
154	Per le tutte queste cose questa lettera o un richiesta vorremmo di un parziale rimboso .						
155	Spero Le comprenda le differenze tra le realtà e l' annuncio pubblicitario .						
156	Distinti Saluti Maria Rossi						
157	Egregi Signori , ho letto un annuncio sul giornale e adesso Gli scrivo perchè vorrei chiedere informazioni : Se voglio dire la verità io ho diciotto anni , ma voglio lavorare in America latina , perchè vorrei imparare la lingua .	perchè	71	77		perché	
157	Egregi Signori , ho letto un annuncio sul giornale e adesso Gli scrivo perchè vorrei chiedere informazioni : Se voglio dire la verità io ho diciotto anni , ma voglio lavorare in America latina , perchè vorrei imparare la lingua .	perchè	195	201		perché	
158	Aiuto volentieri , se qualcuno ha un problema .						
159	Purtroppo non ho molto tempo libero , perchè devo studiare molto , perciò se c' è possibilità vorrei andare in agosto .	perchè	38	44		perché	
160	Cosa é necessario esattamente per lavorare ?	é	5	6		è	
161	Che cosa fará esattamente ?	fará	9	13		farà	
162	Quanto costa il questo viaggio ?						
163	Naturalmente voglio sapere che sará il salario ?						
164	Perché se no , purtroppo non posso pagare per il questo , adesso non ho lavoro per questo non ho soldi e miei genitori non li piace che vorrei viaggiare .						
165	Mi scusi , ma devo sapere tutto Allora se c' è possibilità voglio andare dalle 3 agosto alle 13 agosto .						
166	Naturalmente se Lei offre qualcosa leggeró volentieri .	leggeró	35	42		leggerò	
167	La mia amica può venire con me ?						
168	Veramente non abbiamo mai lavorato in un campo di lavoro .						
169	Aspetto la Sua lettera !						
170	Cordiali saluti : Maria Rossi						
171	Canton Ticino Via Garibaldi numero 15 Italia Maria Rossi ⁄Piazza Centrale Nr . 1 Città X Città X , 13.08.2011						
172	Egregi Signori , Sono una ragazza ventenne anni , ho letto il vostro annuncio nella Corriere della Sera nella quale state cercando persone che fanno vacanza nella vostra azienda .	Sono	17	21		sono	
173	Ho scelto la Vostra azienda , ma dire la verità ho sentito male in questo viaggio .						
174	Prima di tutto vorrei descrivere i miei problemi e le differenze tra la realtà e l' annuncio publicato .	publicato	93	102		pubblicato	
175	Mi rivolgo a Voi , tramite questa lettera nella possibilità che fatemi un parziale rimborso , perchè questo viaggio era terribile ed accetabile .	perchè	94	100		perché	
175	Mi rivolgo a Voi , tramite questa lettera nella possibilità che fatemi un parziale rimborso , perchè questo viaggio era terribile ed accetabile .	accetabile	133	143		accettabile	
176	Se non farete niente , allora rivolgheró a fare un denuncio .	rivolgheró	30	40		rivolgerò	
177	Nel annuncio avete scritto che sport e relax al """" Residence al Lago """" ma questo non è vero .						
178	Il residence era vecchio , non funzionava il rubinetto , e neanche l' aria condizionata .						
179	La piscina era sempre sovrafollata , e il lago era lontano e cosí non ho potuto nuotatre In attesa di un Vostro cenno di riscontro , Vi porgo i miei distinti saluti Maria Rossi	sovrafollata	22	34		sovraffollata	
179	La piscina era sempre sovrafollata , e il lago era lontano e cosí non ho potuto nuotatre In attesa di un Vostro cenno di riscontro , Vi porgo i miei distinti saluti Maria Rossi	cosí	61	65		così	
180	Solidarietà Viva Viale Bruzzi 117 IT-21023 Milano Maria Rossi Strada Maggiore 5 H 12345 Città X 13 Agosto 2011 Ogg : aiuto Egregio ufficio Solidarietà Viva , ho ricevuto il vostro annuncio ieri sera , e dopo averlo visto e letto sono molto sicura per questo che aiutare per vostro .						
181	Il mio estate e tutto libero , e adesso ho finito i miei studi , e ad oggi non ho trovato nessun lavoro fisso e per questo scrivo per aiutare per la Vostra agenzia .	e	14	15		è	
182	Ho adesso un CV , e mando con questa lettera , e nel questo scrivo tutti i miei informazioni , ma adesso qui scrivo pochi informazioni più importanti .						
183	Ho 22 anni e aiuto per tutti , perchè secondo me questo e un positivo gesto .	perchè	31	37		perché	
183	Ho 22 anni e aiuto per tutti , perchè secondo me questo e un positivo gesto .	e	56	57		è	
184	Vivo adesso in Ungheria , ma posso andare anche domani per lavorare .						
185	Se il mio aiuto e buono o perfetto per Voi , posso rimanere 28 settembre , ma devo tornare a Città X fino a 30 settembre .	e	16	17		è	
186	Ho molte esperienze lavorare in paesi sottosviluppati , perchè anche il mio luogo e non sviluppato molto .	perchè	56	62		perché	
186	Ho molte esperienze lavorare in paesi sottosviluppati , perchè anche il mio luogo e non sviluppato molto .	e	82	83		è	
187	E anche qui faccio questi tipi di lavoro .						
188	Ma con mio CV mando tutti informazioni .						
189	Infine sono molto curiosa e sicura lavorare là , con la Vostra agenzia .						
190	Aspettando la Vostra risposta , mando i miei cordiali saluti .						
191	Maria Rossi						
192	71 Strada Maggiore 12345 , Città X 13 Agosto , 2011 Città X Gentili Signori , Vi scrivo di lamentare a causa dei vostri servizi brutti che abbiamo ricevuto in vostro villaggio due settimane fa .						
193	Prima di tutto , vorrei dire che non sono soddisfatta con i servizi da una parte perché abbiate anniunciato altre cose che abbiamo ricevuto d' altra parte perché nonostante questo la vacanza non valeva la pena .	anniunciato	96	107		annunciato	
194	C' erano molte differenze , per esempio abbiate anniunciato che il residence era di recente costruzione , inoltre , che c' era aria condizionata , il lago era vicino , e c' era opportunità di fare gli sport , come tennis e pallavolo .	anniunciato	48	59		annunciato	
195	Invece il residenza era vecchia , l' aria condizionata non funzionava , il lago era lontanto dall' appartamento , e non abbiamo potuto fare gli sport , perché i campi da tennis era in riparazione .	lontanto	84	92		lontano	
196	Appunto per queste differenze richiedo parziale rimborso se voi non mi vorreste di andare all' ufficio di viaggio !						
197	Non vedo l' ora di sentire il vostro risponde .						
198	Cordiali saluti , Maria Rossi						
199	Città X , 10 gennaio 2011 Spettabile """" Solidarietà Viva """" , quando ho letto la Vostra propaganda per andare al Americana Latina , ho pensato offrire il mio aiuto al Vostro istituto .						
200	Sono Michele Rossi , monaco-sacerdote benedettino nel monastero di S.						
201	Mauro in Ungheria .						
202	Adesso lavoro come insegnante nella scuola dell Monastero , e come un condottore dell corale della chiesa .	condottore	70	80		conduttore	
203	L' anno scolastico sempre finisce verso le 30 giugno , e comincia l' altro anno scolastico per i professori al 25 agosto .						
204	Tra questi due terminazioni sono assolutamente libero .						
205	In genere durante l' estate organizziamo diverse spece dei programmi ai nostri alunni , ma in quest' anno ho pensato fare un lavoro sociale .						
206	Adesso ho 34 anni , da 10 anni sono insegnante , ho tante esperienze dall lavoro dei giovani .						
207	Ma se bisogna , faro anche altri lavori .	faro	16	20		farò	
208	Non ho paura anche i lavori fondamentali .						
209	Fino di questo momento ho lavorato soltanto in Europa , e soltanto con i miei alunni , chi vengono dall condizioni ordinati .						
210	Vorrei offrire il mio aiuto , per aiutare al Vostro Instituto , pratticamente ai abitanti di America latina e per formare la mia personalità , per conoscere altre paese , altre culture .	Instituto	52	61		instituto	
210	Vorrei offrire il mio aiuto , per aiutare al Vostro Instituto , pratticamente ai abitanti di America latina e per formare la mia personalità , per conoscere altre paese , altre culture .	pratticamente	64	77		praticamente	
211	Nellattesa della Vostra risposta : Michele Rossi	Nellattesa	0	10		Nell'	
212	Dipartimento di Linguistica Teorica e Applicata Università degli Studi di Pavia , Corso Strada Nuova .						
213	65 , 27100 Pavia , Italia Cara Gabriella Favati , il 2 ottobre 2011 mi rivolga a Lei con refiremento al Suo avviso in cui scrive che ha bisogno di aiuto e vorrei aitarLa .	refiremento	89	100		riferimento	
213	65 , 27100 Pavia , Italia Cara Gabriella Favati , il 2 ottobre 2011 mi rivolga a Lei con refiremento al Suo avviso in cui scrive che ha bisogno di aiuto e vorrei aitarLa .	aitarLa	162	169		aiutarLa	
214	Studio tre lingue straniere : inglese , italiano e spagnolo .						
215	Mi piace molto studiare lingue , questo è un hobby per me , ma nello stesso tempo posso guadagnare un po' grazie a studiare lingue straniere .						
216	Studio inglese da otto anni e sono riuscita a superare l' esame di lingua in livello superiore in inglese .						
217	Così posso insegnare l' inglese per esempio ai miei amici .						
218	Studio lo spagnolo da due anni e studiarlo sembra che sia utile , perchè molte persone parlano lo spagnolo .	perchè	66	72		perché	
219	Spero che possa superare anche l' esame di lingua in spagnolo .						
220	Ho cominciato studiare l' italiano tre anni fa , perchè non c' era la possibilita di studiare lo spagnolo a scuola , però adesso amo l' italiano .	perchè	49	55		perché	
220	Ho cominciato studiare l' italiano tre anni fa , perchè non c' era la possibilita di studiare lo spagnolo a scuola , però adesso amo l' italiano .	possibilita	70	81		possibilità	
221	Studiando l' italiano sono andata in Italia per lavorare in estate .						
222	Tutto sommato , sono felice di studiare lingue straniere e me le aiutano molto .						
223	Spero che io avessi potuto aiutarLa .						
224	Cordiali saluti , Sua Maria Rossi						
225	Giorgio da Unici Roma , via Crispi 119 80127 Città X , 01/10/2011 Caro Giorgio , ho letto il tuo problema nel giornale Settimana Giovani e pensavo che fosse meglio aiutarti in qualche modo , almeno lo provo .						
226	Secondo la mia opinione la perdita degli amichi é un errore grave ma c' è ancora speranza .	é	48	49		è	
227	Il tuo primo errore era che volevi fare grandi amicizie via internet .						
228	Se non sbaglio tu ami passare molti tempi davanti al computer .						
229	Avresti dovuto vivere in società con i suoi veri amici .						
230	Cerca di spiegargli che hai fatto un grande sciocezza e che in futuro proverai passare più tempo con loro .						
231	Se lo capiscono allora puoi dire che , """" Sì , ho veri amici . """"						
232	Sono sicuro che ti capiranno .						
233	Ma non guasterebbe se tu scrivessi ai """" chat amici """" per spiegargli che le cose sono cambiate e che tu abbia veri amici i quali meritono l' attenzione .						
234	Non dimenticare ; via internet non si può fare amicizie serie !						
235	Continua la tua vita precedente come se tutte queste cose non fossero successo .						
236	Spero che io abbia aiutarti in qualche modo e tutto andrà bene con i tuoi amici persi .						
237	Però non credo che vada male .						
238	Pazienza !						
239	Tanti Auguri Maria Rossi						
240	Dipartimento di Linguistica Teorica e Applicata Università degli Studi di Pavia Corso Strada Nuova , 65 , 27100 Pavia , Italia 1 ottobre , 2011 Gentile Gabriella Favati , Le scrivo per rispondere al suo annuncio .						
241	Amo molto le lingue stranieri e ne parlo due .						
242	Quando ero piccolo , ho abituato in Olanda per quattro anni e sono potuto parlare la lingua olandese , ma purtroppo l' ho dimenticata dopo che ero ritornato in Ungheria .						
243	Al liceo , ho fruquantato un classe inglese , così ho un esame a livello medio della lingua inglese .	fruquantato	14	25		frequentato	
244	Oggigiorni uso molto la lingua inglese , perchè leggo molti libri e vedo i film in inglese .	perchè	41	47		perché	
245	Ho studiato la lingua italiana anche al liceo , ma purtroppo l' uso ancora .						
246	Secondo me , imparare una lingua straniera è un po' difficile , ma vale la pena , perchè se andiamo in vacanze all' estero , possiamo parlare con gli cittadini e anche fare le spese e chiedere informazioni .	perchè	82	88		perché	
247	Le lingue stranieri sono molto utili , quando cerchi un lavoro , perchè ci sono molte ditte multinazionali .	perchè	65	71		perché	
248	Distinti saluti , Michele Rossi						
249	Spettabile : Dipartimento di Linguistica Teorica e Appl.						
250	Università degli Studi di Pavia , Corso Strada Nuova , 65 , 27100 Pavia , Italia 1 ottobre 2011 Egregio Signora Favati , ho letto il Suo avviso e colgo l' occassione per aiutarLa .	occassione	155	165		occasione	
251	Ho cominciato a studiare l' inglese da bambina nella scuola elementare .						
252	Fortunamente ho superato all' esame e poi ho cominciato studiare la lingua francese nel liceo .						
253	Non avevo già l' esame di francese ma la seconda lingua è più facile , secondo me .						
254	Uso l' inglese quasi ogni giorno perchè questa lingue è la lingua più importante .	perchè	33	39		perché	
255	Quando sono all' estero ognuno sono capace di capire e secondo me questo è molto buono .						
256	Scrivo a miei amici stranieri in inglese .						
257	Secondo me la cosa più importante quando si studia una lingua è risolvere situazioni .						
258	Per esempio fare la shopping , prenotare biglietti , ordinare in una ristorante , chiedere un' aiuta , comunicare con gli altri .						
259	Cordiali saluti , Maria Rossi						
260	Egregio Gabriella Favati , Lei scrivo questa lettera perchè ho trovato il Suo annuncio .	perchè	53	59		perché	
261	Come si impara una lingua ?						
262	Una domanda molto importante .						
263	Ho studiato tre lingue straniere .						
264	Tedesco da 8 anni , inglese da 5 anni , e italiano da 2 anni .						
265	Tra cui inglese è la più importante lingua , ma anche la più facile , che abbia mai studiato .						
266	È una sfortuna , che ho dimenticato di parlare tedesco , ma vorrei svilupparsi .						
267	Credo che inglese sia piuttosto facile , perchè questa lingua è usata sull' internet .	perchè	41	47		perché	
268	Ogni bambini dovrebbero studiare almeno 2 lingue .						
269	Una nuova lingua apre un nuovo mondo .						
270	Si può conoscere nuova gente o paese .						
271	Penso che sia una buona idea di ascoltare musica e guardare i film con sottotitolo .						
272	E è anche divertente .						
273	Potrebbero anche chiacchiare con la gente inglese .						
274	Vorrei coraggiare i bambini di imparare nuove lingue .						
275	Spero che abbia potuto aiutare !						
276	MicheleRossi 201110.25						
277	Città X Michele Rossi UNGHERIA Città X Strada Maggiore 38						
278	Settimana Giovani via Crispi 119 , 80127 Maria Rossi Strada Maggiore 12345 Città X 01.10.11						
279	Egregio Singnor Giorgo Ho letto la Sua lettera in Settimana Giovani , al numero scorso .	Singnor	8	15		Signor	
279	Egregio Singnor Giorgo Ho letto la Sua lettera in Settimana Giovani , al numero scorso .	Giorgo	16	22		Giorgio	
280	Vorrei scrivere la mia opinione e anche vorrei dare un consiglio .						
281	Se suo problemo è tratta una tema molto importante nella nostra vita .						
282	Primo di tutto , secondo me , fare conoscere sull' Internet (e ) distruggere i contatti personali .						
283	Quando chiacchiera con un persone sulle chat , non puoi sapere chi è lui/lei in realtà .						
284	Adesso vorrei entrare sulla problema come no scriva per queste persone che vorebbe finire l' amicinzia .	vorebbe	75	82		.	
284	Adesso vorrei entrare sulla problema come no scriva per queste persone che vorebbe finire l' amicinzia .	amicinzia	93	102		vorrebbe	
285	Ma l' altro canto il mio consiglio migliore è che non fa niente e non rispondere .						
